"","species","firstyear","lastyear","sci_name","sort","Breeding.Biome","Winter.Biome","Family","bird.group","Migrate","AI","native","popest","popestlci","popestuci","year_est1","year_est2","Pop.source","Tr_source","popse","spfactor","spfact","g1","g2","famfact","famfactn","birdgroupfact","birdgroupfactn","migratefact","migratefactn","aifact","aifactn","nativefact","nativefactn","Loss_mean","Loss_sd","Loss_lci95","Loss_med","Loss_uci95","Loss_lci","Loss_lqrt","Loss_uqrt","Loss_uci","Psi_mean","Psi_sd","Psi_lci95","Psi_med","Psi_uci95","Psi_lci","Psi_lqrt","Psi_uqrt","Psi_uci","NEst_mean","NEst_sd","NEst_lci95","NEst_med","NEst_uci95","NEst_lci","NEst_lqrt","NEst_uqrt","NEst_uci"
"39","Barn Swallow",1970,2017,"Hirundo rustica",1433,"Habitat Generalist","South America","Hirundinidae","landbird","M","AI","native",46855476,43409178,50012099,2006,2015,"PIF0615","BBS7017",1684418.62244898,"Barn Swallow",39,6,8,"Hirundinidae",28,"landbird",1,"M",2,"AI",1,"native",2,26377282.3157744,2012378.00733662,22502002.1766676,26330045.3186866,30421674.6642267,22502002.1766676,25018191.9608792,27703222.4221458,30421674.6642267,70816404.576269,2630547.94842876,65664350.0716722,70807631.8135109,76085937.4959153,65664350.0716722,69037763.3109391,72592288.0052691,76085937.4959153,46875288.4182575,1705485.12066061,43538790.6475481,46860602.4306854,50237606.5886041,43538790.6475481,45725834.2458998,48014287.3505898,50237606.5886041
"40","Barred Owl",1970,2017,"Strix varia",860,"Forest Generalist","Temperate North America","Strigidae","landbird","R","other","native",3458782,3024086,3952819,2006,2015,"PIF0615","BBS7017",236921.683673469,"Barred Owl",40,8,6,"Strigidae",57,"landbird",1,"R",3,"other",2,"native",2,-2141245.34959968,223819.688758562,-2605301.11064846,-2131658.74189865,-1726563.9802234,-2605301.11064846,-2289835.51794489,-1983834.74858244,-1726563.9802234,1816629.02108483,126327.761374185,1570550.05779446,1816676.1458123,2068460.63592423,1570550.05779446,1729621.49495458,1900287.26897755,2068460.63592423,3460182.54360199,237819.985682294,2999286.25228154,3460931.80974849,3933040.09554239,2999286.25228154,3298513.52095987,3617312.95374087,3933040.09554239
"41","Barrow's Goldeneye",1970,2017,"Bucephala islandica",74,"Wetland","Temperate North America","Anatidae","waterfowl","M","other","native",204250,102125,306375,2004,2006,"SeDu07","BBS7017",52104.5918367347,"Barrow's Goldeneye",41,8,11,"Anatidae",6,"waterfowl",5,"M",2,"other",2,"native",2,129235.728497056,47319.8671947192,45998.0108418297,126502.345665114,230829.856951857,45998.0108418297,96081.1242347743,159413.264651804,230829.856951857,312808.294618459,84053.8122118785,151518.630908441,310141.001910781,480240.713323518,151518.630908441,256304.080654887,369083.169614407,480240.713323518,204451.016639189,52390.8995802249,100253.356648637,204978.397532462,306164.249624297,100253.356648637,169563.70935211,239594.259645686,306164.249624297
"42","Bay-breasted Warbler",1970,2017,"Setophaga castanea",1990,"Boreal Forest","Mexico-Central America","Parulidae","landbird","M","other","native",9892605,6894711,13872180,2006,2015,"PIF0615","BBS7017",1779966.58163265,"Bay-breasted Warbler",42,5,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,1571496.16875747,1536645.00705221,-1609982.45914053,1627867.29289257,4503754.55689301,-1609982.45914053,612982.608450877,2580289.07208761,4503754.55689301,11878304.3800558,2164963.27910839,7672159.5418921,11845144.0543971,16162066.4000129,7672159.5418921,10417463.164643,13311062.372752,16162066.4000129,9872603.80298883,1763915.71381539,6369235.23943444,9858741.5354477,13372006.7281432,6369235.23943444,8681291.52173647,11051652.1279454,13372006.7281432
"43","Bell's Sparrow",1970,2017,"Artemisiospiza belli",1840,"Aridlands","Southwestern Aridlands","Passerellidae","landbird","M","other","native",214853,89930,390058,2006,2015,"PIF0615","BBS7017",76563.2653061225,"Bell's Sparrow",43,7,2,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,17344.4337275385,33420.8574995981,-50811.0726289267,16482.7907209653,86262.9485131746,-50811.0726289267,-1943.26932972857,37398.0782557178,86262.9485131746,234597.764301373,84042.3337181708,69562.9829400514,234064.661360052,400014.316174267,69562.9829400514,177488.353178866,291008.607282623,400014.316174267,214719.451046483,76326.5831886477,63875.5888789713,214461.868710276,365005.829008047,63875.5888789713,163038.815167972,266424.117574993,365005.829008047
"44","Bell's Vireo",1970,2017,"Vireo bellii",1349,"Aridlands","Mexico-Central America","Vireonidae","landbird","M","other","native",4599734,3593221,5764813,2006,2015,"PIF0615","BBS7017",553977.551020408,"Bell's Vireo",44,5,2,"Vireonidae",67,"landbird",1,"M",2,"other",2,"native",2,-1811335.49481555,554375.955065069,-3028656.21876541,-1770197.3728379,-846027.178880185,-3028656.21876541,-2160059.98915842,-1422159.15783905,-846027.178880185,3505181.27069557,427980.254437556,2661012.46895098,3502524.8533964,4347138.0264561,2661012.46895098,3217995.83971689,3798021.5350764,4347138.0264561,4592060.47598427,547655.249344631,3514877.46383301,4595554.34218469,5664335.58838679,3514877.46383301,4223151.81406653,4968182.99900845,5664335.58838679
"45","Belted Kingfisher",1970,2017,"Megaceryle alcyon",907,"Wetland","Widespread","Alcedinidae","landbird","M","other","native",1843798,1568548,2159306,2006,2015,"PIF0615","BBS7017",150703.571428571,"Belted Kingfisher",45,9,11,"Alcedinidae",4,"landbird",1,"M",2,"other",2,"native",2,1560157.26011014,151264.902104774,1271827.73990243,1557375.9753085,1866869.79113125,1271827.73990243,1457162.44779238,1660161.12131253,1866869.79113125,3258379.11716972,268617.860590478,2725231.6257062,3259835.4780194,3782938.4211929,2725231.6257062,3077277.55738415,3441305.12251867,3782938.4211929,1841655.65736068,151164.074788769,1540943.2178962,1844137.77385701,2133238.1297191,1540943.2178962,1739974.07034669,1944146.45506425,2133238.1297191
"46","Bendire's Thrasher",1970,2017,"Toxostoma bendirei",1625,"Aridlands","Southwestern Aridlands","Mimidae","landbird","M","other","native",56338,30887,93302,2006,2015,"PIF0615","BBS7017",15922.193877551,"Bendire's Thrasher",46,7,2,"Mimidae",33,"landbird",1,"M",2,"other",2,"native",2,273983.331880565,79492.0667789524,120208.490298857,272410.060758809,431038.738448738,120208.490298857,219782.970076876,328020.475723481,431038.738448738,320297.959662797,91996.4643357575,142613.751770832,318956.100741732,503262.2381344,142613.751770832,258906.399670947,383124.7113338,503262.2381344,56421.2551828209,15992.1572807518,25124.2347629551,56274.3437421906,87786.6235523407,25124.2347629551,45664.0477505478,67192.0727355202,87786.6235523407
"47","Bewick's Wren",1970,2017,"Thryomanes bewickii",1472,"Aridlands","Temperate North America","Troglodytidae","landbird","R","other","native",4567446,3627322,5765670,2006,2015,"PIF0615","BBS7017",545496.93877551,"Bewick's Wren",47,8,2,"Troglodytidae",63,"landbird",1,"R",3,"other",2,"native",2,1895907.44858396,390601.615791525,1146802.03411019,1887370.80458273,2689016.84190274,1146802.03411019,1634963.46596963,2152779.20479866,2689016.84190274,6311444.22541289,767474.874084485,4820856.65197303,6306088.70553146,7798350.19250905,4820856.65197303,5788614.46810258,6828642.78500501,7798350.19250905,4562756.9315311,547487.335699256,3502068.11784075,4560883.52746409,5623452.71700781,3502068.11784075,4188820.64132931,4935077.63869203,5623452.71700781
"48","Black Guillemot",1970,2017,"Cepphus grylle",547,"Coasts","Marine","Alcidae","waterbird","M","other","native",500000,250000,750000,1984,1986,"BNA2002","CBC7017",127551.020408163,"Black Guillemot",48,4,4,"Alcidae",5,"waterbird",4,"M",2,"other",2,"native",2,-1018992.12878798,715625.992039367,-2797812.54367997,-864564.293630168,-131835.274758882,-2797812.54367997,-1338405.59553472,-525225.324830681,-131835.274758882,445437.829196511,123065.554427489,214158.698605347,440972.729839249,696117.514287196,214158.698605347,360828.62339032,526592.912387595,696117.514287196,500189.472126807,129226.552456376,245409.41953866,500548.095589383,753921.473853154,245409.41953866,414358.040213138,587493.983021951,753921.473853154
"49","Black Oystercatcher",1970,2017,"Haematopus bachmani",447,"Coasts","Coastal","Haematopodidae","shorebird","R","other","native",10000,6667,15000,2011,2013,"Shoreb12","CBC7017",2125.76530612245,"Black Oystercatcher",49,2,4,"Haematopodidae",27,"shorebird",3,"R",3,"other",2,"native",2,-9523.61656978033,3773.35659429586,-18383.1776256589,-8916.19736109996,-3828.8668163588,-18383.1776256589,-11611.1322465482,-6821.18235073757,-3828.8668163588,2780.98966410591,684.110167311794,1559.46197962986,2745.61600862409,4204.41305431153,1559.46197962986,2304.32979577121,3213.1958618332,4204.41305431153,9998.14305520137,2118.46302763278,5875.58671584606,10012.3941376816,14122.8766083093,5875.58671584606,8567.66131344586,11432.0424181972,14122.8766083093
"50","Black Phoebe",1970,2017,"Sayornis nigricans",1317,"Wetland","Temperate North America","Tyrannidae","landbird","M","other","native",1170291,816450,1641836,2006,2015,"PIF0615","BBS7017",210557.653061224,"Black Phoebe",50,8,11,"Tyrannidae",65,"landbird",1,"M",2,"other",2,"native",2,-974223.436715623,223270.250463196,-1450963.31285504,-958518.91395182,-577170.50919396,-1450963.31285504,-1118342.57360154,-815972.572273902,-577170.50919396,425700.763439461,76611.2647241947,277816.609732236,424334.871876931,576764.011325392,277816.609732236,374382.608928898,477056.047956663,576764.011325392,1172688.60346464,208569.178414503,762080.268513598,1169814.24131667,1582173.69661368,762080.268513598,1033276.73631732,1313044.01149389,1582173.69661368
"51","Black Scoter",1970,2017,"Melanitta americana",70,"Arctic Tundra","Marine","Anatidae","waterfowl","M","other","native",350000,262500,437500,2004,2006,"SeDu07","CBC7017",44642.8571428571,"Black Scoter",51,4,1,"Anatidae",6,"waterfowl",5,"M",2,"other",2,"native",2,357429.869658403,173611.765129019,15000.1848465255,355840.655605301,709081.675739807,15000.1848465255,254456.757258417,460235.721524257,709081.675739807,682954.597034543,166759.935653062,404495.122491857,666266.695804046,1063843.25967123,404495.122491857,565170.211591815,781000.124071736,1063843.25967123,349343.586588641,44780.2282887051,261228.000979303,349466.604098505,436383.898042367,261228.000979303,319561.050505066,379900.670550114,436383.898042367
"52","Black Skimmer",1970,2017,"Rynchops niger",621,"Coasts","Coastal","Laridae","waterbird","M","other","native",60000,48000,72000,1975,1977,"BNA1994","BBS7017",6122.44897959184,"Black Skimmer",52,2,4,"Laridae",32,"waterbird",4,"M",2,"other",2,"native",2,38903.5531324034,8726.34200016189,20648.3652904932,39286.3719360958,54971.070922228,20648.3652904932,33588.0335481041,44701.6463191044,54971.070922228,59682.3029028839,6425.16140904248,47411.5863305719,59496.1623919486,72420.953658907,47411.5863305719,55319.5607705793,63977.6571867847,72420.953658907,59980.6154048772,6075.34779785238,48224.9561513898,59888.8920787963,71817.1182525732,48224.9561513898,55868.1771605106,64095.6319389956,71817.1182525732
"53","Black Swift",1970,2017,"Cypseloides niger",253,"Western Forest","South America","Apodidae","landbird","M","AI","native",88506,34390,198559,2006,2015,"PIF0615","BBS7017",41879.8469387755,"Black Swift",53,6,10,"Apodidae",8,"landbird",1,"M",2,"AI",1,"native",2,683487.033244636,320986.603301722,55103.5698535239,681129.333408728,1333654.57278014,55103.5698535239,459249.862258899,894846.83318261,1333654.57278014,755603.47421985,353533.523776277,61784.6153557305,754038.496672004,1471017.39143851,61784.6153557305,508842.750427323,989317.415714582,1471017.39143851,89348.3030059135,41018.0502319917,7259.13058031504,89739.1824183363,170320.448875295,7259.13058031504,60829.7051272513,116947.326241889,170320.448875295
"54","Black Tern",1970,2017,"Chlidonias niger",610,"Wetland","Marine","Laridae","waterbird","M","other","native",2331116,1695896,3119894,2006,2015,"PIF0615","BBS7017",363264.795918367,"Black Tern",54,4,11,"Laridae",32,"waterbird",4,"M",2,"other",2,"native",2,2809343.02058143,758179.864231662,1379548.90326055,2775507.06026415,4335265.41087845,1379548.90326055,2295764.12515894,3306435.74851732,4335265.41087845,5423251.97328245,883195.713714716,3720244.25867537,5412464.69172019,7172301.08774601,3720244.25867537,4826954.99066126,6018026.89471746,7172301.08774601,2326460.88353319,361626.248432311,1615690.99242322,2333170.23480378,3031640.85311012,1615690.99242322,2084535.39429177,2573514.15956499,3031640.85311012
"55","Black Turnstone",1970,2017,"Arenaria melanocephala",483,"Coasts","Coastal","Scolopacidae","shorebird","M","other","native",95000,76000,114000,2011,2013,"Shoreb12","CBC7017",9693.87755102041,"Black Turnstone",55,2,4,"Scolopacidae",55,"shorebird",3,"M",2,"other",2,"native",2,14177.4799280313,14521.2734713958,-15311.0126327543,14610.9088642123,41380.6687822609,-15311.0126327543,4802.70957144019,23995.0744260645,41380.6687822609,109308.490530249,13752.5062462148,83386.6519813139,108783.325582279,137022.203227484,83386.6519813139,99809.5211477041,118404.471208502,137022.203227484,94953.2913124511,9624.22381541846,75896.6919223175,94955.1675717673,113771.198308944,75896.6919223175,88483.4795124606,101489.069266921,113771.198308944
"56","Black Vulture",1970,2017,"Coragyps atratus",765,"Habitat Generalist","Widespread","Cathartidae","landbird","R","other","native",1864137,1555779,2249923,2006,2015,"PIF0615","BBS7017",177077.551020408,"Black Vulture",56,9,8,"Cathartidae",15,"landbird",1,"R",3,"other",2,"native",2,-2333892.0335599,289527.62566371,-2943181.70924912,-2321038.32171813,-1799534.43564578,-2943181.70924912,-2520656.60096853,-2132403.56229273,-1799534.43564578,302716.134514844,29295.3976507962,246064.721245909,302493.422072248,360322.884813222,246064.721245909,282771.830245077,322407.219439398,360322.884813222,1866949.15939812,177003.662151604,1522529.29494087,1865302.80559926,2211802.01471413,1522529.29494087,1747876.11117643,1986686.9110138,2211802.01471413
"57","Black-and-white Warbler",1970,2017,"Mniotilta varia",1954,"Eastern Forest","Widespread Neotropical","Parulidae","landbird","M","other","native",17709569,15812133,19681290,2006,2015,"PIF0615","BBS7017",987029.846938776,"Black-and-white Warbler",57,10,5,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,6716495.50956484,1209785.44899557,4341150.46449787,6713368.19499384,9097390.51699861,4341150.46449787,5905949.94187196,7522616.21462983,9097390.51699861,23722950.594152,1380251.83019769,21004528.9537263,23730690.7440158,26439109.6435703,21004528.9537263,22807222.9958244,24636783.031382,26439109.6435703,17713561.8224861,989598.637311056,15751937.59101,17710466.5809052,19671948.9408886,15751937.59101,17062227.1176808,18365532.6707975,19671948.9408886
"58","Black-backed Woodpecker",1970,2017,"Picoides arcticus",959,"Boreal Forest","Temperate North America","Picidae","landbird","R","other","native",1734181,1251409,2296411,2006,2015,"PIF0615","BBS7017",266582.142857143,"Black-backed Woodpecker",58,8,3,"Picidae",45,"landbird",1,"R",3,"other",2,"native",2,-1331132.20760993,344197.709628341,-2087504.43557873,-1301369.02285952,-748478.905591915,-2087504.43557873,-1543251.24211478,-1083100.33574002,-748478.905591915,750719.613159411,118758.408373203,523513.117667873,750600.524240067,983825.671768803,523513.117667873,669877.006771061,829726.683635662,983825.671768803,1733652.73634447,266482.217690597,1217498.4074321,1734166.8736507,2247355.16309825,1217498.4074321,1552462.99762931,1918681.8572313,2247355.16309825
"59","Black-bellied Plover",1974,2016,"Pluvialis squatarola",450,"Arctic Tundra","Coastal","Charadriidae","shorebird","M","other","native",362700,200667,541500,2011,2013,"Shoreb12","Mig7416",86947.193877551,"Black-bellied Plover",59,2,1,"Charadriidae",17,"shorebird",3,"M",2,"other",2,"native",2,312588.119719132,105835.135994578,130391.806338142,303223.963206295,534968.542019407,130391.806338142,237903.522004941,381563.050400902,534968.542019407,658887.077018095,166399.855231872,346028.719010559,654599.817929344,994638.014961451,346028.719010559,542525.872439092,770445.247745337,994638.014961451,362347.786910507,86015.1468063561,193261.981750802,362890.106971521,534474.699954304,193261.981750802,304095.670542467,419748.35674359,534474.699954304
"60","Black-billed Cuckoo",1970,2017,"Coccyzus erythropthalmus",209,"Eastern Forest","South America","Cuculidae","landbird","M","other","native",875781,735134,1051851,2006,2015,"PIF0615","BBS7017",80795.1530612245,"Black-billed Cuckoo",60,6,5,"Cuculidae",22,"landbird",1,"M",2,"other",2,"native",2,1488363.58518784,215138.579037271,1075973.27897986,1486157.97922305,1925264.88553996,1075973.27897986,1343146.22473999,1627980.82701843,1925264.88553996,2370975.42368489,239461.783272897,1914164.52595302,2368020.82926053,2843685.28127844,1914164.52595302,2208488.48750953,2529714.0598173,2843685.28127844,875475.676831116,81367.8922712446,716369.879997351,875149.976490913,1036657.16279928,716369.879997351,820875.16903387,929785.382532905,1036657.16279928
